Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
35,20,68.36535861556976,71.58674744670269,67.57857173793143,4,1
36,24,85.50944884748534,43.86265093769549,98.64982944443449,1,1
37,19,60.205630131132835,63.205999692475984,82.11030429396229,1,1
38,21,88.2007209985749,84.24411781888061,94.59913880240092,7,1
39,21,70.94768841334775,77.07628459781695,45.25583778689576,4,1
40,24,89.65577053254957,73.2280644186511,94.74505208144636,1,1
41,23,60.932625868299276,76.69697218564306,43.38064342771807,6,1
42,23,69.26785617841946,59.968140221545255,56.869066371878205,11,1
43,24,75.52725405005494,58.10312299731653,50.96823580640854,11,1
44,23,67.30734305887732,85.8067229303342,74.91658968416222,11,1
45,20,84.29536220717854,79.60095131194826,71.78163542962069,11,1
46,21,36.88654412064601,57.552177697164545,81.53903033115282,1,1
47,24,100.0,41.697864564508194,70.93842862038979,8,1
48,21,82.86661910492742,57.84278232127556,86.70120350961524,9,1
49,18,67.39702256447475,75.60947918452278,60.80768095762955,11,1
50,20,61.71517489633983,58.784358001874786,86.97795373522071,3,1
51,22,57.00369082827169,72.62094935120722,71.63111191967064,7,1
52,20,79.68423211254606,87.87678775458458,100.0,5,1
53,24,84.9247250318853,66.69762091089696,82.46288411954055,3,1
54,22,67.56210807805151,71.2754421417883,68.35605996574108,5,1
55,18,86.60485619467754,77.58865399099392,71.59112449836867,10,1
56,24,56.391099298583164,52.8508203834145,59.890609387012475,7,1
57,19,53.74283725019746,57.17731084983129,76.31232195626123,7,1
58,21,97.20011807868323,78.16625623864965,68.34964583542565,9,1
59,18,78.86662920307815,68.51754528768751,80.69001946030832,8,1
60,21,90.95272302719992,69.70462054433202,55.94401010903487,4,1
61,23,57.19090437418461,68.46600159000289,68.04392645233153,5,1
62,19,56.147119123469054,81.69611556546741,58.08574624782403,5,1
63,19,64.62086020813686,74.09997696629544,58.831902914114174,10,1
64,18,57.639117376914825,74.28348127499136,79.27260200718868,2,1
65,19,80.58047815342677,85.11077420578081,85.49407605800741,7,1
66,22,58.73310914610332,90.49203401304564,44.00945590496549,7,1
67,19,52.42495212899064,99.41028413275266,94.3424943771409,9,1
68,21,72.13023118382849,59.89380827258618,88.84904572458365,9,1
69,21,50.6502073626218,100.0,55.83989132715991,4,1
70,24,43.00804102786916,52.64517879162744,81.92212232991415,5,1
71,21,71.99885850791917,95.09346364260377,66.47776809810509,7,1
72,24,43.761699354846854,59.124561978320735,70.82279319683522,10,1
73,21,81.62919094443134,67.03484285313345,79.22465469161494,7,1
74,22,49.069994106208064,68.26006323228162,77.75995022566826,11,1
75,24,36.389893203703785,55.86240950240774,65.12404570479542,10,1
76,20,65.59305024788809,69.21406133458345,65.07321231879945,11,1
77,23,72.16891754944727,56.58526646227301,65.78128195071405,8,1
78,18,77.37212595522911,50.710791998610205,85.71393094099754,8,1
79,21,72.58023548523781,67.45786913763273,49.65820594243805,2,1
80,19,54.11031068323386,90.25827646340107,70.0570313531394,9,1
81,21,80.69591771389906,64.44372365376235,90.87056285833265,11,1
82,19,84.4020775971962,81.17429281523901,80.4444426108977,4,1
83,23,51.91356807316692,56.16067190197854,84.61156866199639,1,1
84,23,67.2849079201058,50.03133501111653,70.22329665313414,1,1
85,23,65.8833995933647,74.35404219737504,58.03724184328744,5,1
86,19,73.3057237418205,92.57857339142024,72.66825068484677,7,1
87,21,66.92614312338837,70.92536232986416,63.73277352998906,5,1
88,23,68.98183341890535,79.57306425151901,98.76823815274291,3,1
89,22,79.62723295362537,88.93174174275067,70.10187809271146,11,1
90,24,53.292203505983,67.48857510444999,79.64950791725973,7,1
91,19,81.06059702891235,65.8711140567425,92.42870442177528,1,1
92,19,87.11699097296876,74.60923690882885,58.83900980800147,11,1
93,21,94.51202490233302,77.10026748565437,44.643242338367415,1,1
94,19,37.84949013793961,48.41434875843507,77.88016499295732,2,1
95,19,67.25647514327173,72.14015876779051,80.13992874940354,1,1
96,23,40.52349138469616,67.99046026779527,67.03083838791393,9,1
97,21,33.474044653407645,56.94673625245562,58.12496122628248,4,0
98,23,72.16139571411217,67.02265453751238,75.71782926685114,7,1
99,24,64.01272310724457,51.685452353921846,71.71504005267474,5,1
100,24,74.4977642765612,46.84701178176842,75.8664171699875,7,1
101,23,77.29191535130974,68.9358754949744,58.40452964134328,7,1
102,24,88.71843937161881,80.62907832753807,75.89754703805518,1,1
103,21,70.8088063795867,63.13792966585299,81.83442437774949,1,1
104,18,100.0,54.549790306692536,53.929342932180944,11,1
105,23,74.59614782477819,56.72581700176801,89.52499930397468,3,1
106,22,97.63718566850817,75.68522324873173,75.05391329061226,10,1
107,22,35.00743299213627,91.34339305119636,82.21133383098075,2,1
108,19,90.24609294325937,78.78638667998216,56.6528324552095,7,1
109,24,67.2885926530666,86.2110865894798,80.19101986052985,3,1
110,22,40.77479110859093,53.33326823121764,52.26429877554427,7,0
111,19,76.3081766384218,66.96498116571274,60.62104048001899,9,1
112,18,65.45566693023524,82.26167190594171,75.16040914203253,11,1
113,21,78.70079872672213,48.411513862818744,68.68859801529162,1,1
114,21,85.16614686326618,58.782775009230235,72.32996602526674,3,1
115,21,47.662748248576065,81.18826819858145,95.12864212045343,11,1
116,22,85.22378473682737,71.6179607910369,72.14177180787114,6,1
117,18,70.09719226331075,54.48844694804244,80.51642062653104,9,1
118,22,90.29261762039908,45.16850029910326,71.19880885444931,5,1
119,24,66.92277656503198,86.72241253911008,70.84338356198772,3,1
120,22,62.943866612028685,39.252618630427094,60.26078607924789,8,1
121,18,70.40581061033427,76.85353250558427,76.41746670567562,5,1
122,18,71.52791059569779,60.53737790458624,100.0,6,1
123,24,60.05822797762397,82.65895642908691,73.05435568011873,2,1
124,18,62.55542903567074,53.40992380267536,68.79590398542652,4,1
125,18,51.59686698229316,100.0,85.68168672062768,1,1
126,21,63.48032365314708,73.63218397963735,84.27363299953836,4,1
127,24,80.14465089996368,75.93896906299825,77.26868876554511,1,1
128,20,67.93968739140784,57.1773393851242,68.29957423260905,4,1
129,20,85.13597944070992,66.13267532121642,85.73312951572949,2,1
130,18,67.2185579852039,66.49571298141348,73.45116001694343,6,1
131,20,48.52723003415029,93.14495660952356,82.96512482589473,6,1
132,20,78.95912331334874,73.60807479998901,62.16843072220151,8,1
133,18,59.895652884498965,75.61361588964533,64.95948110221455,9,1
134,20,66.49949066854698,75.4570842707461,73.16256009418264,8,1
135,22,88.56358071226175,76.80055258718436,57.17751281377825,1,1
136,19,52.586943104177294,48.54765086360094,67.56118745438371,3,1
137,24,72.47115681196577,96.689753512514,56.64553258425386,6,1
138,19,69.39222474946313,55.71515998927056,53.46296741860478,1,1
139,18,80.51388573155654,67.46233930063278,100.0,8,1
140,21,82.82730048223034,89.44076056530278,64.6923028657678,6,1
141,24,73.95758506373339,95.08475415432306,65.74760485694614,1,1
142,18,64.59438030129401,79.28335711624064,72.9626291879897,10,1
143,21,77.1005875603894,60.93427434356235,59.25914961102004,2,1
144,19,90.03483845716843,69.7882837412202,65.97998312537123,6,1
145,18,69.59065090540449,70.33754190750996,94.01291002201737,10,1
146,24,65.9911582836546,70.83346640232787,76.29719499469496,8,1
147,24,75.82255386501986,50.7792576162255,83.83298090918558,5,1
148,23,70.58090530554418,85.64153345353682,90.88311640001938,1,1
149,22,49.93435864123302,69.88424566312891,74.52779383636725,10,1
150,20,73.58996200596222,57.88893723470082,69.34505392138296,2,1
151,21,49.79856386854354,61.02249677153583,54.79374650834043,4,1
152,23,75.61720969612668,71.77790049712198,67.40527863870425,4,1
153,20,58.04285913390149,48.35930690618231,70.05002682797222,7,1
154,20,70.55312206279518,80.2980910663234,62.31266388409048,2,1
155,18,75.85890859298854,71.28622423373639,90.54270491245649,7,1
156,20,100.0,89.9196546383653,85.22753475384613,7,1
157,22,81.14124942680387,69.08617209588398,83.82650608891637,7,1
158,24,90.47198214613502,52.80624884300231,70.60556831689466,3,1
159,23,98.07621728040887,51.2307553417173,59.603617792149635,6,1
160,20,77.33883875499167,62.530121405226005,87.9360181706052,6,1
161,18,74.28534700400799,64.01133326729857,76.02433541609258,4,1
162,22,53.99918336760676,60.05833599479386,81.2769884682513,1,1
163,19,68.25055101399408,69.79872746085809,79.43096801499625,9,1
164,24,59.153684055462065,59.702988285600526,75.72752705228598,2,1
165,24,63.984117248134204,71.55888252193935,95.99538979809851,9,1
166,23,98.05995064288703,60.710922180644225,64.11127593203943,8,1
167,24,71.71932263799985,76.843851908284,68.29284537790576,1,1
168,20,56.861506334258365,63.65861689272447,91.69390322106386,11,1
169,18,90.61800182036957,85.44689341174406,72.98476098608887,7,1
170,24,84.32913214356174,77.13212579705514,70.4887987982458,10,1
171,24,85.11480238900594,70.71019475736388,68.96391438241469,3,1
172,19,39.90804695346408,65.09251826704127,80.15163135532511,10,1
173,19,99.23006436582229,46.733863845399284,69.24858208694295,10,1
174,21,61.62227886859169,87.7896916654349,67.90136001580444,9,1
175,22,81.66932159189133,58.469120902157805,79.95378739680041,5,1
176,20,100.0,69.27024988163107,73.11908599665645,11,1
177,24,100.0,72.81326052950234,59.886636116946235,3,1
178,24,55.33656811790969,65.43083816590718,72.38419701162286,8,1
179,18,48.332239944965906,86.96441476101239,88.73437802355332,3,1
180,21,91.45519898271891,50.90080715627755,81.18367375093949,7,1
181,22,72.13083717391,92.27508729782272,90.21575605708355,7,1
182,21,62.4867783804688,77.40180580511642,63.22440085028947,7,1
183,23,79.31827820408571,64.55011178431742,84.84275729696436,1,1
184,22,67.55680633810839,64.70678008496196,64.21779760843033,11,1
185,24,80.51986205573115,36.964498945346214,57.21128494726868,5,1
186,24,71.00472711728099,56.12474121764658,62.363235399138674,11,1
187,22,80.8358189249225,63.0453474298174,73.57692316073356,1,1
188,24,56.58200966295417,70.4654696644327,84.33541859788176,7,1
189,20,91.36693019698953,85.63413742233118,75.72498773503878,8,1
190,22,80.46435056098657,96.52563874760531,70.1606198475973,7,1
191,21,79.69446054105359,71.81173938323602,59.613463200163196,1,1
192,22,53.23495109482009,70.87853037000151,80.46397597879502,3,1
193,24,95.49448624966371,61.13507525483384,83.56347162947179,10,1
194,20,69.79425850950598,43.988597993479814,75.57940327831666,3,1
195,20,80.92073293644762,59.51898863312697,59.37217651212582,7,1
196,23,65.15763304380087,65.12298488355567,81.70450955622645,4,1
197,21,73.91333597023146,81.65552188931227,86.72693691113705,3,1
198,19,74.45691028179107,75.27320344214725,90.3962024637336,6,1
199,19,27.70103601994869,71.10163313461484,66.7476359312914,10,1
200,22,78.73672186982246,59.86879869115046,77.23565826961439,6,1
201,23,99.48012192583127,40.250365513382164,65.58561890372899,10,1
202,18,78.09670388487936,41.09541531774284,60.93166277065891,5,1
203,22,55.63437626665393,44.707689462811835,90.99845013939995,6,1
204,23,79.74942349230831,63.91190653313395,78.7748063361264,3,1
205,21,85.89220795260009,81.91662212805186,87.51297157973195,10,1
206,21,77.68699774285581,81.53891797945236,57.302098919148094,5,1
207,21,68.88809340354935,79.1120206690841,75.46102889890841,9,1
208,21,66.36776161264103,60.788663230747446,78.09958879379768,4,1
209,21,66.30535366949789,84.01968432563955,62.01385652562447,11,1
210,23,80.46665351516819,54.96501193194219,89.85406159230241,2,1
211,23,48.893140074105574,79.94750814402427,69.05375858934516,5,1
212,20,64.4219025871689,44.55593152296723,77.4436235054099,3,1
213,19,93.93414734516422,51.52042858557894,65.39689940817999,3,1
214,24,94.51292899865764,91.13661085358788,57.66710978571551,4,1
215,21,47.82779368297507,65.14631540639114,82.9567211302118,4,1
216,18,53.02879583104587,58.46642196816971,76.54885256885228,5,1
217,24,65.94069130708095,83.43862192131915,74.84702024543748,7,1
218,23,83.38884275671528,85.0432027298018,68.66197613882467,4,1
219,18,42.58788468920515,61.934068686610885,76.22195571983522,11,1
220,18,69.17787047623783,71.89848834118992,87.194849251469,7,1
221,18,62.88731265130532,69.91670395570002,63.794285530330185,9,1
222,20,89.88947011427851,28.420579829779996,78.72327191986669,3,1
223,23,44.84637289046118,48.45795889730782,74.42988301210872,5,1
224,18,71.38810923240433,81.19156179854907,69.78702511564875,4,1
225,21,64.09585843977109,56.3435405134015,52.25332032601671,9,1
226,22,92.04698389415933,75.4177305449109,71.85608983732993,5,1
227,18,78.96478969529875,71.68256631883747,80.07226229530393,10,1
228,20,61.212765111133976,85.01605878179035,75.8876690288989,2,1
229,24,82.80079664993623,48.90691916229001,54.73591203130786,10,1
230,23,64.1675672003714,73.51888177345754,86.96466176944395,1,1
231,20,84.9899456685963,67.08419758610378,91.77504198353694,7,1
232,18,66.44384513671633,56.943159230550734,70.68603241222146,11,1
233,23,85.81999868153144,56.844850256090666,99.73291608990172,1,1
234,22,76.54122932690875,71.18473233155929,62.04539766117458,8,1
235,18,100.0,76.81538239472508,56.73481220676273,9,1
236,20,69.20655991875994,68.89034795562013,59.82213837231742,7,1
237,19,75.74293437432173,69.32599952600191,74.94166525973522,9,1
238,21,62.80862887426103,61.02107834349567,50.659820265876206,10,1
239,24,70.04028011132168,61.949398561303866,68.26904576149037,6,1
240,20,29.472472987758387,56.905414982989434,100.0,7,1
241,23,76.98376024811549,60.7395768762696,53.95410709200312,3,1
242,18,90.14311319424118,76.32545828568996,65.43468588500035,9,1
243,21,75.94945006899032,77.88967874207388,59.56718039911317,3,1
244,18,50.29207813033934,50.137741378714075,68.5821943885924,6,1
245,23,57.97319270936498,55.44988654605762,67.82211455328634,4,1
246,18,33.54711809265594,58.05442766863132,63.96526524320464,9,1
247,19,84.68386010298136,67.10348393527018,70.12434287556624,1,1
248,21,54.902300609356296,44.43586071549035,79.5984670746182,9,1
249,21,69.56937114681658,55.69530133166323,88.62415007761518,4,1
250,23,67.6939364150917,48.60185881769098,68.58689416663833,10,1
251,24,92.31590553487399,73.60674987894163,72.06942193210463,5,1
252,19,71.27921976948608,67.5845508073483,77.55906994055653,11,1
253,20,82.13339380159015,61.524334643806824,57.17065900043404,1,1
254,18,78.19695646221494,53.1141180692477,70.1681879860563,1,1
255,22,90.39117129942099,61.740649681951275,65.93363402624868,6,1
256,18,66.41314458245562,60.0943103793891,83.42319568510625,10,1
257,18,98.04422995756775,90.88533173527821,93.02190542382999,1,1
258,20,40.21506765401027,81.95827596214478,62.675249602043664,2,1
259,18,82.86210247001854,58.33008903699512,87.35988276144909,3,1
260,19,57.00070587003802,70.3127347733344,54.49953068230284,7,1
261,19,62.60875670830071,81.21892105220394,74.40808421570966,2,1
262,21,78.54121400351553,58.32580137785197,75.1199617148717,5,1
263,23,78.42103074771615,48.160449626374216,54.193026673836656,9,1
264,24,79.09642020535107,42.84398070694327,62.058878620898625,10,1
265,22,49.20763083842143,85.81173687880451,60.891349854368265,8,1
266,18,91.7354534691886,65.32512665942116,56.263209245879665,8,1
267,18,56.49029322658487,72.07855326024578,40.0053850761152,11,1
268,20,58.49069364662201,59.96067674553316,69.51300662122469,2,1
269,23,79.56845107250243,50.249415141144425,70.9587139823132,1,1
270,19,65.69918237858138,52.861788452252625,70.86449432873508,9,1
271,22,74.62391260843738,49.22551290790348,81.18847325356622,10,1
272,21,37.65098955050818,79.89992180256425,48.746024165285185,4,1
273,19,74.26486674278847,88.89585621664871,67.4273985854508,9,1
274,23,73.26747819268323,68.52141547465031,100.0,11,1
275,24,62.35212193353575,46.75081269519441,82.64107095555345,11,1
276,21,38.88886060352816,74.95217867169852,82.70956403073235,7,1
277,24,66.80787607777593,85.7097853098956,59.80086645740711,6,1
278,20,69.43939210302081,81.60333474476751,69.64915314816422,10,1
279,20,64.49156514504257,67.59216532121009,44.401672084831354,9,1
280,18,42.457383033512535,64.71724868722364,79.02578768765018,10,1
281,24,93.92101010975374,67.47967150306377,88.80358882427723,4,1
282,23,60.4170770808344,85.15348606967402,54.60242869269557,1,1
283,22,66.66693005615649,78.64511598949935,58.09338813271712,5,1
284,21,33.85788518172564,62.599402005273774,71.61566359794931,6,1
285,19,93.92283023047311,62.247186138934445,73.83952802257231,6,1
286,23,63.00175102398916,61.25626931763041,65.49929425143374,1,1
287,23,71.47694225611303,53.09514313026778,62.2155650502893,7,1
288,20,86.81106167224976,86.9257353004354,62.34411284143045,8,1
289,24,59.85543692925061,56.97046753154986,71.41162567422242,5,1
290,18,84.44867481079817,74.86386491933455,79.03364632158434,2,1
291,18,39.080118160882876,58.74001306355035,71.40837306754716,2,1
292,21,78.26479986356969,61.31886565153293,70.26168248900527,11,1
293,20,93.5836324977948,66.4056692658784,50.88894868473175,5,1
294,23,61.29374729172955,75.63339394767891,82.40470410445899,7,1
295,22,86.78322430447598,64.37086565500329,71.38331786403691,7,1
296,20,97.50883978290675,52.05112759735735,66.7604852209616,4,1
297,21,66.17737242918972,68.26713863510741,75.0616600852524,11,1
298,21,64.93707571225208,57.266594811317184,61.874281716541105,3,1
299,20,56.52559381251544,89.61373629680344,67.00968866309161,9,1
300,21,62.354047672223,64.36077696538375,73.29105172889908,7,1
301,20,57.7696016459107,58.648429267004104,63.857343675942815,2,1
302,19,56.51333352359159,95.6472111951468,52.25189543791519,1,1
303,20,87.98252945067034,78.34445583419462,50.29833379910177,11,1
304,24,58.15110962067611,55.44516240674097,77.3487938532474,2,1
305,20,73.87782872079434,56.92720316004755,71.62669455863289,3,1
306,21,70.57350152824357,74.63856173526955,71.2023632235439,5,1
307,24,92.47141843856684,68.60866821448859,58.05836729163511,3,1
308,21,62.452656519174795,80.46245759808664,71.75340797835246,10,1
309,18,75.71722069981483,58.722531786117834,67.19454489348237,9,1
310,18,81.86604553414163,77.81552774717868,64.79925746074358,10,1
311,24,92.34624410980872,36.66396322448739,71.09939094575826,4,1
312,19,62.233699824321,65.8378138303772,75.55717119831444,7,1
313,18,60.73161296901429,59.359491955849755,92.99883581045098,4,1
314,20,54.07328419059921,61.62934731065612,78.78351980061854,3,1
315,21,100.0,66.5597549542349,82.2907521840218,10,1
316,18,90.76708657270581,83.93905095431174,85.25586084449577,1,1
317,18,69.36697908531936,51.84344168950534,62.831728526772196,9,1
318,19,98.97158726690584,37.36739793826,68.14938514839413,11,1
319,24,68.47204908451515,53.46725000443741,61.1410736618155,1,1
320,24,80.86615707150294,82.31410304699423,63.81813717197515,11,1
321,23,70.15257852584081,44.97012130311795,66.86109091046579,1,1
322,19,75.96708177625706,59.992733031811724,63.53213661096453,1,1
323,20,74.37642163800321,79.75408324736564,74.68922948874791,5,1
324,24,63.62521939935026,67.18200039443904,77.19411757247704,7,1
325,21,86.3874780712803,83.80189409190449,56.32628801596755,7,1
326,19,80.73928626525851,39.51146323170695,68.25501778578904,10,1
327,18,85.41541890252218,63.49747277456578,68.38642049066466,1,1
328,21,74.8034077824902,86.72048032896998,54.331124052288104,6,1
329,21,56.401451773342984,52.22365695414969,62.80625500532477,9,1
330,18,95.64079099836553,82.4873378074332,82.48142797384956,6,1
331,19,66.06165649648861,64.70033463715774,82.32693011376071,4,1
332,18,75.46100542852622,74.07781195078292,52.44972185249165,10,1
333,23,79.53072038233404,85.70519669831558,77.66554808594493,9,1
334,21,75.36132574326427,74.01770611467325,54.35655147597426,3,1
335,22,83.73125531845412,59.72250616882887,67.18221127123148,10,1
336,22,86.10066883474747,75.86887852975319,70.83216842769171,4,1
337,20,66.62749745429129,58.734802166065926,81.0333044457975,4,1
338,24,94.3820101293347,71.82713593899543,69.90494412003349,4,1
339,18,65.99644668758103,50.47419856805318,59.83365079128165,6,1
340,18,75.05123573321183,68.40732542777212,57.79270151247401,11,1
341,20,64.18482724593653,84.6501030960427,74.01586400947987,11,1
342,20,59.897897160238145,63.81722388408918,64.3944063720713,7,1
343,20,85.66286633186297,83.31166614389036,67.09567660667551,9,1
344,21,100.0,100.0,83.64557512171163,11,1
345,23,64.57360167519525,67.59473759264303,77.21877517379268,3,1
346,18,88.22982362017117,76.59869018738779,91.04275012305982,8,1
347,21,65.11133030949709,74.6760761883488,59.78163095187684,8,1
348,20,69.84272534715993,71.1514512284371,63.489702326842924,1,1
349,18,96.36375658347508,79.03054433822454,74.20424795254755,5,1
350,21,53.89697072387041,64.52666955378271,93.8255701189974,10,1
351,23,49.927613970653155,58.7243825961564,62.461615367448616,5,1
352,21,68.69202026855277,46.63148119997288,72.46092775445807,8,1
353,23,79.9548404190651,63.2013810967844,87.85476111309505,8,1
354,20,76.95499857521322,80.62007831189514,72.59905218169344,2,1
355,23,75.41018763539495,54.84284044329616,84.24004625563397,3,1
356,18,70.51197972267367,71.4534905514586,95.48987307222872,2,1
357,20,81.79810040475878,66.27646191056697,75.5414860356341,1,1
358,18,26.294913369325414,59.30994627740363,77.5017674856166,2,1
359,22,58.73792042368389,42.05743538345426,80.91534075456144,10,1
360,19,68.59581386074828,87.07996578769101,61.14754202520355,6,1
361,23,80.56802198653764,75.24066742536729,54.22119933751376,1,1
362,19,92.3464771010285,100.0,73.90142869915542,6,1
363,19,56.723504377492894,83.11178219540558,64.4984474661052,1,1
364,23,91.85617938304851,86.76761570107968,84.63309863956349,2,1
365,20,63.21157496197956,43.50904776567242,75.7715659244297,8,1
366,22,68.05135325528971,43.26430489613817,84.42973684012233,6,1
367,18,78.7214877819642,68.59236885473622,57.58021320182634,9,1
368,21,66.9514588103984,51.92638407126162,84.01843720192444,1,1
369,18,86.65176409999476,58.461984144183646,44.41490058292578,5,1
370,21,63.93093782330284,100.0,58.56467826966877,7,1
371,18,64.15697513079499,84.65826640354605,79.58686127210096,9,1
372,23,85.77969931313999,54.90082240735485,65.96926299469811,11,1
373,22,58.55313417598513,34.87431281002174,67.12437906394432,9,1
374,21,73.7339364297499,53.7208772665433,73.28681133036685,4,1
375,24,45.09275998459264,60.199277798857885,89.06346008556534,4,1
376,20,97.29459028091784,63.50230863035894,48.93876628205496,4,1
377,18,88.09827904355163,50.09335248492731,86.98447635237434,3,1
378,18,100.0,83.81790829263113,87.68952142969647,8,1
379,21,90.07545597169579,58.03954888598445,65.94751653646367,5,1
380,20,53.05524655599278,77.08008741643793,63.66138231613948,7,1
381,20,80.02974790240889,68.75442390647432,70.58435188203957,10,1
382,23,56.229868566672934,81.1386787712046,63.405939568786536,6,1
383,24,93.67056260579648,64.66911540179737,76.13731884543394,9,1
384,23,53.48289568033641,55.050189858788414,77.70014700422199,3,1
385,23,52.76267673640304,59.619779142572476,53.35308570507162,6,1
386,23,45.8528281945497,59.817208398990736,60.95572589434755,3,1
387,23,62.67430268105498,96.90370772206728,57.778331651293506,2,1
388,23,59.65783262824643,69.07107380575003,74.57624987637024,3,1
389,22,51.07526341241102,68.06485940585428,82.46798531284041,2,1
390,20,99.84713656365287,80.34837156991969,59.11877407400722,2,1
391,23,77.94821044579967,67.99902203344219,82.38331327411596,10,1
392,20,76.18351809785068,83.70346847040118,60.90240593290901,11,1
393,20,93.8374662887189,62.7909113501844,80.62346351955158,7,1
394,19,73.84386688064401,61.36904349422235,68.59522284568905,10,1
395,22,58.76979697742291,54.2761710557924,66.69959153122866,3,1
396,23,44.49685386223515,93.90066262070982,85.70940644972059,8,1
397,18,57.92413911484894,67.02245246728154,93.45228877269707,2,1
398,21,92.58123400762693,51.563405565299064,48.6990067012179,11,1
399,24,51.1699582647076,70.75558110770905,79.19322815729299,11,1
400,18,75.29690856996815,58.89924572111183,74.12801090601953,7,1
401,22,85.50887714628337,62.545582759644965,79.89459009000429,3,1
402,21,74.28017260664878,72.35054804418806,54.73782882763459,9,1
403,22,75.98474993185874,89.29379336355741,58.98815213563831,7,1
404,20,79.8340586931014,69.42219501442257,63.94284329922422,9,1
405,21,75.68921307733974,58.045485213627884,74.55678922441592,2,1
406,20,94.13611258709923,60.93119220788081,63.208154994390895,6,1
407,18,54.39562407658585,77.19026061674656,68.12372532967518,5,1
408,18,73.60637315258178,40.58322717898283,81.96633507059529,2,1
409,21,42.72639349004278,53.40244813185471,96.58576342918,4,1
410,21,38.89380719220194,70.97704506676277,81.11040311223823,4,1
411,23,68.77493453722025,44.10662591675353,82.31274245206654,8,1
412,22,78.15069353417135,63.624749692111905,69.81778746575961,7,1
413,23,94.46001665856346,61.30428950079477,61.31275917274293,5,1
414,22,100.0,80.28427930905934,68.08850408725787,9,1
415,23,89.7979100599822,64.4960473363312,71.30517298334583,1,1
416,20,80.90748616597043,84.61367935644266,58.07834622276748,4,1
417,21,72.39947283660723,69.10422232533286,81.78144822543373,5,1
418,18,47.03157905224934,92.87031583132972,90.23340641482646,8,1
419,22,67.80945091387302,48.575154498515204,73.46906309660693,3,1
420,22,89.35565126887339,90.63977577775168,85.00888772700142,5,1
421,18,83.47422784042061,62.24421981278855,86.50118571654545,3,1
422,23,50.70498779975577,88.63529581716973,59.5841973198707,7,1
423,22,79.2103847088772,84.5932857983923,51.146327597998315,10,1
424,24,77.9258921780158,28.07329022904255,66.01180997858899,3,1
425,20,75.24835180172106,74.70835494447775,73.15059238953806,7,1
426,21,69.58216666933998,81.96667667931057,57.64641893072201,2,1
427,18,79.9837595041629,86.60029831339563,89.06668299214061,7,1
428,21,80.45969558368597,51.52707939908808,95.38561878300703,9,1
429,24,60.37811851852892,76.26480055819923,74.1503633787281,5,1
430,22,76.82521092073144,70.73103150132019,60.21843210712782,6,1
431,22,67.1590728887918,74.03972553752854,77.83554418206859,10,1
432,24,47.69149198380636,81.98511081230225,60.180716527777335,11,1
433,18,61.57589447442754,84.19393793817008,85.71712258825039,3,1
434,20,46.544654719818624,58.8195986332974,69.22282090503606,10,1
435,19,84.70140302605157,71.71587064585319,80.72703427414906,5,1
436,18,75.33834066331478,68.57589444096979,82.82276713187508,5,1
437,19,64.66764083191082,64.64906328822482,78.45549616608233,3,1
